offerId;address;postalCode;route;streetNumber;locality;lng;lat;investmentClass;assetClass;priceEuros;plotAreaSqm;netIncomeYearly;federalState;dealStatus
MS6608;Rudolf-Diesel-Stra·e 7, 97688 Bad Kissingen;97688;Rudolf-Diesel-Stra·e;7;Bad Kissingen;10,07835;50,18228;core;RETAILSTORE;1200000;0;134510,88;Bayern;Offer
OZ4611;Bayreuther Stra·e 42, 10787 Berlin;10787;Bayreuther Stra·e;42;Berlin;13,34456;52,50317;opportunity;HOTEL;47000000;0;73367,69;Berlin;Offer
QY2320;LÅneburger Stra·e 2, 10557 Berlin;10557;LÅneburger Stra·e;2;Berlin;13,36175;52,52236;core;RESIDENTIALANDCOMMERCIAL;5050000;586;0;Berlin;Offer
DG5544;Steffenshagener Stra·e 25, 12621 Berlin;12621;Steffenshagener Stra·e;25;Berlin;13,59010022;52,50366268;notassigned;BUILDINGPLOT;0;9872;0;Berlin;Offer
TN8836;Kopenhagener Stra·e 31A, 10437 Berlin;10437;Kopenhagener Stra·e;31A;Berlin;13,40293;52,54874;core;RESIDENTIALANDCOMMERCIAL;5000000;477;0;Berlin;Offer
XY4474;Friedrichstra·e 71, 10117 Berlin;10117;Friedrichstra·e;71;Berlin;13,3896;52,51346;notassigned;OFFICEANDCOMMERCIAL;0;0;0;Berlin;Offer
VG7120;Pestalozzistra·e 1, 39110 Magdeburg;39110;Pestalozzistra·e;1;Magdeburg;11,60137;52,12972;core;APPARTMENTBUILDING;845000;0;0;Sachsen-Anhalt;Offer
EM6309;Birkbuschstra·e 40, 12167 Berlin;12167;Birkbuschstra·e;40;Berlin;13,33064;52,44449;opportunity;OTHERINDUSTRY;30000000;0;0;Berlin;Offer
ER2535;KÑthnerort 17, 22083 Hamburg;22083;KÑthnerort;17;Hamburg;10,03718;53,58126;development;APPARTMENTBUILDING;1900000;1763;0;Hamburg;Offer
MT7637;Kornmarkt 34, 02625 Bautzen;02625;Kornmarkt;34;Bautzen;14,42874;51,18031;core;RESIDENTIALANDCOMMERCIAL;1350000;1730;0;Sachsen;Offer
OQ5808;Schmidtstra·e 57, 60326 Frankfurt am Main;60326;Schmidtstra·e;57;Frankfurt am Main;8,61586;50,10467;core;HOTEL;16000000;0;0;Hessen;Offer
WK2236;Oranienburger Stra·e 2A, 16727 Velten;16727;Oranienburger Stra·e;2A;Velten;13,17184;52,69446;core;APPARTMENTBUILDING;10000000;10731;0;Brandenburg;Offer
JM9715;Im Blauen Garn 37, 50389 Wesseling;50389;Im Blauen Garn;37;Wesseling;6,96817;50,81926;notassigned;APPARTMENTBUILDING;43000000;9225;0;Nordrhein-Westfalen;Offer
RX6330;Schnellerstra·e 86, 12439 Berlin;12439;Schnellerstra·e;86;Berlin;13,53135;52,45228;notassigned;BUILDINGPLOT;11000000;4713;0;Berlin;Offer
TI4230;Landsberger Allee 18, 10249 Berlin;10249;Landsberger Allee;18;Berlin;13,43619;52,52317;core;RESIDENTIALANDCOMMERCIAL;5950000;856;0;Berlin;Offer
CR1376;Bismarckstra·e 100, 10625 Berlin, Deutschland;10625;Bismarckstra·e;100;Berlin;13,312234;52,5117302;valueadded;RESIDENTIALANDCOMMERCIAL;16000000;1000;0;Berlin;QuickCheck
CL5551;Ludwig-Erhard-Ring 12, 15827 Blankenfelde-Mahlow;15827;Ludwig-Erhard-Ring;12;Blankenfelde-Mahlow;13,43751;52,3135;notassigned;BUILDINGPLOT;1400000;7000;0;Brandenburg;Offer
QW5491;Kantstra·e 103, 10627 Berlin;10627;Kantstra·e;103;Berlin;13,30338;52,50658;notassigned;APPARTMENTBUILDING;0;0;0;Berlin;Offer
VE5161;Mainzer Stra·e 24, 10715 Berlin;10715;Mainzer Stra·e;24;Berlin;13,3231;52,48007;core;RESIDENTIALANDCOMMERCIAL;0;0;0;Berlin;Offer
ND5778;SchlÅterstra·e 75, 10625 Berlin;10625;SchlÅterstra·e;75;Berlin;13,31833;52,50914;core;RESIDENTIALANDCOMMERCIAL;0;0;0;Berlin;Offer
SL9578;Oskar-Mai-Stra·e 9, 01159 Dresden;01159;Oskar-Mai-Stra·e;9;Dresden;13,68055;51,03866;core;APPARTMENTBUILDING;1590000;960;0;Sachsen;Offer
AS3667;Bahnhofstra·e 4, 76437 Rastatt;76437;Bahnhofstra·e;4;Rastatt;8,2071939;48,8577382;core;SHOPPINGCENTER;62150000;0;0;Baden-WÅrttemberg;Offer
TS8752;Zum Horstberg 9, 16868 Wusterhausen/Dosse;16868;Zum Horstberg;9;Wusterhausen/Dosse;12,46976;52,90735;core;APPARTMENTBUILDING;1150000;3348;0;Brandenburg;Offer
XX6055;Immenredder 9, 22339 Hamburg;22339;Immenredder;9;Hamburg;10,03657;53,64195;development;APPARTMENTBUILDING;2831970;820;0;Hamburg;Offer
KS0679;Heilbronner Stra·e 1, 15230 Frankfurt (Oder);15230;Heilbronner Stra·e;1;Frankfurt (Oder);14,54334;52,3419;notassigned;BUILDINGPLOT;22200000;34506;0;Brandenburg;Offer
MF5308;Berliner Stra·e 48, 10713 Berlin;10713;Berliner Stra·e;48;Berlin;13,31761;52,48663;core;RESIDENTIALANDCOMMERCIAL;0;0;0;Berlin;Offer
EE5915;Nithackstra·e 13, 10585 Berlin;10585;Nithackstra·e;13;Berlin;13,29812;52,51818;core;RESIDENTIALANDCOMMERCIAL;0;0;0;Berlin;Offer
WC5532;Wilhelmshîher Stra·e 9, 12161 Berlin;12161;Wilhelmshîher Stra·e;9;Berlin;13,32461;52,47268;core;RESIDENTIALANDCOMMERCIAL;0;0;0;Berlin;Offer
PX4091;Zu den Tonlîchern 1, 06198 Salzatal;06198;Zu den Tonlîchern;1;Salzatal;11,85601;51,50425;notassigned;BUILDINGPLOT;2000000;5256;0;Sachsen-Anhalt;Offer
QT1324;Viktoriastra·e 21, 26382 Wilhelmshaven;26382;Viktoriastra·e;21;Wilhelmshaven;8,1184;53,52333;valueadded;APPARTMENTBUILDING;1900000;1083;0;Niedersachsen;Offer
ZD1429;Memmelsdorfer Stra·e 89, 96052 Bamberg;96052;Memmelsdorfer Stra·e;89;Bamberg;10,89682;49,90602;development;DORMITORY;19950000;2300;0;Bayern;QuickCheck
RL6069;Seelenbinderstra·e 112, 12555 Berlin;12555;Seelenbinderstra·e;112;Berlin;13,59031;52,45481;notassigned;BUILDINGPLOT;21000000;0;0;Berlin;Offer
UZ7936;Erkstra·e 18, 12043 Berlin;12043;Erkstra·e;18;Berlin;13,43882;52,48151;core;RESIDENTIALANDCOMMERCIAL;3700000;556;0;Berlin;Offer
KK9195;"AndrÇ-Pican-Stra·e  62A,B ; 63, 63A, 16515 Oranienburg";16515;AndrÇ-Pican-Stra·e ;"62A,B ; 63, 63A";Oranienburg;13,24511518;52,75648504;core;RESIDENTIALANDCOMMERCIAL;10900000;3454;0;Brandenburg;Offer
GN2386;Herrenberger Stra·e 140, 71034 Bîblingen;71034;Herrenberger Stra·e;140;Bîblingen;8,983379317;48,67711813;core;OFFICEANDCOMMERCIAL;0;35742;0;Baden-WÅrttemberg;Offer
LN6872;Bornholmer Stra·e 88, 10439 Berlin;10439;Bornholmer Stra·e;88;Berlin;13,41139;52,55359;core;RESIDENTIALANDCOMMERCIAL;10000000;0;0;Berlin;Offer
BT0816;Albestra·e 2, 12159 Berlin;12159;Albestra·e;2;Berlin;13,33472;52,47359;core;APPARTMENTBUILDING;2714126;574;0;Berlin;Offer
IH6389;Hansastra·e 4, 01097 Dresden;01097;Hansastra·e;4;Dresden;13,73993;51,0666;notassigned;OFFICEBUILDING;0;0;0;Sachsen;Offer
BN5180;Arndtstra·e 1, 30167 Hannover;30167;Arndtstra·e;1;Hannover;9,72756;52,38157;core;OFFICEANDCOMMERCIAL;0;3176;0;Niedersachsen;Offer
IV5019;Kantstra·e 110, 10627 Berlin;10627;Kantstra·e;110;Berlin;13,30568;52,50657;notassigned;APPARTMENTBUILDING;0;0;0;Berlin;Offer
RE3005;Anton-Flettner-Stra·e 11, 65479 Raunheim;65479;Anton-Flettner-Stra·e;11;Raunheim;8,43874;50,0103;notassigned;BUILDINGPLOT;0;0;0;Hessen;Offer
LQ0050;Hauptstra·e 99, 40764 Langenfeld (Rheinland);40764;Hauptstra·e;99;Langenfeld (Rheinland);6,94887;51,10657;core;RESIDENTIALANDCOMMERCIAL;9000000;2797;0;Nordrhein-Westfalen;Offer
ZK0793;Deutschmeisterstra·e 16, 10367 Berlin;10367;Deutschmeisterstra·e;16;Berlin;13,4771;52,51569;core;RESIDENTIALANDCOMMERCIAL;30000000;0;0;Berlin;Offer
MD2269;Bruderhalde 2, 79856 Hinterzarten;79856;Bruderhalde;2;Hinterzarten;8,1427;47,89765;development;HOTEL;0;0;0;Baden-WÅrttemberg;Offer
DP0667;Bergisch Gladbacher Stra·e 3, 51065 Kîln;51065;Bergisch Gladbacher Stra·e;3;Kîln;7,00833;50,96328;core;OFFICEBUILDING;13700000;0;0;Nordrhein-Westfalen;Offer
AG6996;GlashÅttenstra·e 57, 40627 DÅsseldorf;40627;GlashÅttenstra·e;57;DÅsseldorf;6,86625;51,21615;core;RESIDENTIALANDCOMMERCIAL;0;1074;0;Nordrhein-Westfalen;Offer
TR0433;Kienitzer Stra·e 122, 12049 Berlin;12049;Kienitzer Stra·e;122;Berlin;13,42113;52,47556;core;APPARTMENTBUILDING;4760000;840;0;Berlin;Offer
MY7553;Ruhlsdorfer Stra·e 33, 14513 Teltow;14513;Ruhlsdorfer Stra·e;33;Teltow;13,2673;52,39696;development;APPARTMENTBUILDING;10600000;0;0;Brandenburg;Offer
QI0552;Am Tipkenhoog 28, 25980 Sylt;25980;Am Tipkenhoog;28;Sylt;8,3811;54,89021;core;FAMILYHOME;10000000;5072;0;Schleswig-Holstein;Offer
FV0251;Marienstra·e 10, 47169 Duisburg;47169;Marienstra·e;10;Duisburg;6,75309;51,50592;core;APPARTMENTBUILDING;1015000;0;0;Nordrhein-Westfalen;Offer
FK5699;Schmidstra·e 6, 10179 Berlin;10179;Schmidstra·e;6;Berlin;13,41837;52,50929;development;DORMITORY;47500000;0;1737976,2;Berlin;Offer
UQ8133;Dorfstra·e 81, 13597 Berlin;13597;Dorfstra·e;81;Berlin;13,21106;52,52296;core;APPARTMENTBUILDING;2550000;1801;0;Berlin;Offer
TL5797;Hopfenweg 31, 12357 Berlin;12357;Hopfenweg;31;Berlin;13,47933;52,42643;valueadded;APPARTMENTBUILDING;1699000;1216;0;Berlin;Offer
SV6701;Maysweg 1, 47918 Tînisvorst;47918;Maysweg;1;Tînisvorst;6,510016517;51,31878022;development;RETIREMENTHOME;23500000;0;0;Nordrhein-Westfalen;Offer
VQ4352;Neumarkter Stra·e 18, 81673 MÅnchen;81673;Neumarkter Stra·e;18;MÅnchen;11,61921;48,13255;core;OFFICEBUILDING;0;9088;0;Bayern;Offer
NP4969;Antonienstra·e 42, 13403 Berlin;13403;Antonienstra·e;42;Berlin;13,3124;52,57339;core;APPARTMENTBUILDING;1900000;950;0;Berlin;Offer
NB8840;Sankt-Anton-Stra·e 1, 47798 Krefeld;47798;Sankt-Anton-Stra·e;1;Krefeld;6,564957566;51,33450727;core;SHOPPINGCENTER;0;4701;0;Nordrhein-Westfalen;Offer
CR0296;Merseburger Stra·e 187, 06112 Halle (Saale);06112;Merseburger Stra·e;187;Halle (Saale);11,9841;51,45877;core;RESIDENTIALANDCOMMERCIAL;1300000;780;0;Sachsen-Anhalt;Offer
SR7814;Hemelinger Hafendamm 18, 28309 Bremen;28309;Hemelinger Hafendamm;18;Bremen;8,88326;53,05162;core;OFFICEANDCOMMERCIAL;2300000;0;0;Bremen;Offer
RU5862;Kantstra·e 103, 10627 Berlin;10627;Kantstra·e;103;Berlin;13,30338;52,50658;notassigned;APPARTMENTBUILDING;2000000;0;0;Berlin;Offer
MP8740;Am Mittelfelde 65, 30519 Hannover;30519;Am Mittelfelde;65;Hannover;9,78963;52,33128;development;APPARTMENTBUILDING;23828500;5852;0;Niedersachsen;Offer
EI7412;Wahlerstra·e 21, 40472 DÅsseldorf;40472;Wahlerstra·e;21;DÅsseldorf;6,820961661;51,26704954;development;OFFICEBUILDING;0;4896;0;Nordrhein-Westfalen;Offer
ZS1187;LÅneburger Tor 8, 21073 Hamburg;21073;LÅneburger Tor;8;Hamburg;9,98388;53,45937;core;OFFICEANDCOMMERCIAL;25000000;2000;0;Hamburg;Offer
JT9179;Martin-Behaim-Stra·e 4A, 63263 Neu-Isenburg;63263;Martin-Behaim-Stra·e;4A;Neu-Isenburg;8,71084;50,04781;core;OFFICEBUILDING;20000000;0;0;Hessen;QuickCheck
IJ3218;Tannenstra·e 48, 01097 Dresden;01097;Tannenstra·e;48;Dresden;13,7516;51,07455;core;APPARTMENTBUILDING;1500000;780;0;Sachsen;Execution & Closing
WE7590;Repsoldstra·e 49, 20097 Hamburg;20097;Repsoldstra·e;49;Hamburg;10,01333;53,54872;opportunity;OFFICEANDCOMMERCIAL;16000000;615;0;Hamburg;Offer
SH2941;Leisniger Stra·e 21, 01127 Dresden, Deutschland;01127;Leisniger Stra·e;21;Dresden;13,72694406;51,07834306;core;APPARTMENTBUILDING;1250000;510;0;Sachsen;Execution & Closing
GJ4579;Schwertstra·e 58, 71065 Sindelfingen;71065;Schwertstra·e;58;Sindelfingen;9,03979;48,70418;core;OFFICEBUILDING;22600000;8094;0;Baden-WÅrttemberg;QuickCheck
BU5535;Kaiserstra·e 34, 40479 DÅsseldorf;40479;Kaiserstra·e;34;DÅsseldorf;6,77964;51,23293;core;RESIDENTIALANDCOMMERCIAL;0;0;0;Nordrhein-Westfalen;Offer
UP7104;Passauer Stra·e 35B, 94121 Salzweg;94121;Passauer Stra·e;35B;Salzweg;13,48443;48,60775;core;RETIREMENTHOME;9900000;0;490689,6;Bayern;Offer
OX2652;Bundesallee 36, 10717 Berlin;10717;Bundesallee;36;Berlin;13,33052;52,48873;valueadded;HOTEL;37500000;0;0;Berlin;QuickCheck
IC3853;Sachsendamm 1, 10829 Berlin;10829;Sachsendamm;1;Berlin;13,35338;52,47919;core;OTHERLODGING;0;0;0;Berlin;Offer
FE7354;LÅneburger Tor 1, 21073 Hamburg;21073;LÅneburger Tor;1;Hamburg;9,98308;53,45956;core;OFFICEANDCOMMERCIAL;30000000;0;0;Hamburg;Offer
UE8852;Hans-Grade-Allee 61, 12529 Schînefeld;12529;Hans-Grade-Allee;61;Schînefeld;13,51731;52,39579;notassigned;BUILDINGPLOT;20000000;9000;0;Brandenburg;Offer
UX8587;Bîblinger Stra·e 27, 71229 Leonberg;71229;Bîblinger Stra·e;27;Leonberg;9,03247;48,78954;core;RETIREMENTHOME;0;0;0;Baden-WÅrttemberg;QuickCheck
XE7400;EschollbrÅcker Stra·e 2, 64283 Darmstadt;64283;EschollbrÅcker Stra·e;2;Darmstadt;8,64623;49,86528;core;DORMITORY;0;1933;0;Hessen;Offer
BZ5451;Stauffenbergstra·e 16, 04157 Leipzig;04157;Stauffenbergstra·e;16;Leipzig;12,36128;51,37013;core;APPARTMENTBUILDING;2000000;896;0;Sachsen;Offer
RG6143;Andre-Pican-Stra·e 62, 16515 Oranienburg;16515;Andre-Pican-Stra·e;62;Oranienburg;13,2556;52,75546;core;APPARTMENTBUILDING;8775000;3454;0;Brandenburg;Offer
DQ8986;Am Gasberg 11, 23795 Bad Segeberg;23795;Am Gasberg;11;Bad Segeberg;10,30795;53,93991;core;APPARTMENTBUILDING;740000;0;0;Schleswig-Holstein;Offer
FW5960;Josef-Broicher-Stra·e 1, 51145 Kîln;51145;Josef-Broicher-Stra·e;1;Kîln;7,084057956;50,88498954;development;OFFICEBUILDING;1913700;4280;0;Nordrhein-Westfalen;Offer
DV2692;Manforter Stra·e 31, 51373 Leverkusen;51373;Manforter Stra·e;31;Leverkusen;6,99157;51,02809;core;DORMITORY;12900000;2581;531000;Nordrhein-Westfalen;Offer
BX5913;Ernst-Reuter-Stra·e 16B, 34253 Lohfelden;34253;Ernst-Reuter-Stra·e;16B;Lohfelden;9,540266256;51,27233457;development;APPARTMENTBUILDING;1650000;0;0;Hessen;Offer
JZ0125;Hauptstra·e 11, 51503 Rîsrath;51503;Hauptstra·e;11;Rîsrath;7,18029;50,89516;development;RESIDENTIALANDCOMMERCIAL;2000000;1626;0;Nordrhein-Westfalen;Offer
EP9396;Nelkenweg 1, 38446 Wolfsburg;38446;Nelkenweg;1;Wolfsburg;10,80822455;52,42056302;development;DORMITORY;37000000;7374;0;Niedersachsen;Offer
DX8341;Packhofstra·e 11, 08393 Meerane;08393;Packhofstra·e;11;Meerane;12,46437;50,84724;core;RETIREMENTHOME;6577300;0;350400;Sachsen;QuickCheck
LQ7340;Lyoner Stra·e 13, 60528 Frankfurt am Main;60528;Lyoner Stra·e;13;Frankfurt am Main;8,62921;50,0819;development;OFFICEBUILDING;372001276;13885;0;Hessen;LOI & Exclusivity
PE1756;Alt-Kaulsdorf 72, 12621 Berlin;12621;Alt-Kaulsdorf;72;Berlin;13,59204;52,50483;development;RESIDENTIALANDCOMMERCIAL;3800000;2121;0;Berlin;Offer
AU5626;Kantstra·e 50, 10625 Berlin;10625;Kantstra·e;50;Berlin;13,31008;52,50668;notassigned;APPARTMENTBUILDING;0;0;0;Berlin;Offer
NW7924;HollÑnderstra·e 117, 13407 Berlin;13407;HollÑnderstra·e;117;Berlin;13,3612;52,56175;core;RESIDENTIALANDCOMMERCIAL;6500000;2469;0;Berlin;Offer
VO8504;Lavesstra·e 76, 30159 Hannover;30159;Lavesstra·e;76;Hannover;9,74808;52,37368;development;DORMITORY;5000000;350;0;Niedersachsen;Offer
ZQ5339;Adlershelmstra·e 1, 04318 Leipzig;04318;Adlershelmstra·e;1;Leipzig;12,41443;51,33901;core;APPARTMENTBUILDING;1400000;790;0;Sachsen;Offer
VX7317;BrÅhl 1A, 06217 Merseburg;06217;BrÅhl;1A;Merseburg;11,9989501;51,35405012;core;CONSUMERMARKET;2500000;0;64917;Sachsen-Anhalt;Offer
IS1931;Kieselbronner Stra·e 44, 75177 Pforzheim;75177;Kieselbronner Stra·e;44;Pforzheim;8,72145;48,91112;core;RESIDENTIALANDCOMMERCIAL;1920000;1015;0;Baden-WÅrttemberg;Offer
WA2493;Breitscheidstra·e 40, 01237 Dresden;01237;Breitscheidstra·e;40;Dresden;13,8079;51,0153;core;OTHERINDUSTRY;31500000;0;0;Sachsen;Offer
VV8958;Herforder Stra·e 69, 33602 Bielefeld;33602;Herforder Stra·e;69;Bielefeld;8,537135825;52,03132098;core;OFFICEANDCOMMERCIAL;25185000;2500;0;Nordrhein-Westfalen;QuickCheck
WV7787;Schildhornstra·e 88, 12163 Berlin;12163;Schildhornstra·e;88;Berlin;13,32063;52,4627;core;RESIDENTIALANDCOMMERCIAL;4250000;761;0;Berlin;Offer
PB7588;Klopstockstra·e 4, 04177 Leipzig;04177;Klopstockstra·e;4;Leipzig;12,32265;51,34383;core;APPARTMENTBUILDING;1280000;410;0;Sachsen;Offer
MU2456;Lilienthalstra·e 5, 85399 Hallbergmoos;85399;Lilienthalstra·e;5;Hallbergmoos;11,73718;48,32915;core;HOTEL;0;7466;1291440;Bayern;Offer
BV6564;Stralsunder Stra·e 1, 56075 Koblenz;56075;Stralsunder Stra·e;1;Koblenz;7,56945;50,3436;core;APPARTMENTBUILDING;0;25080;0;Rheinland-Pfalz;Offer
WA8604;Jacobstra·e 4, 14776 Brandenburg an der Havel;14776;Jacobstra·e;4;Brandenburg an der Havel;12,5571;52,40494;notassigned;BUILDINGPLOT;3150000;3706;0;Brandenburg;Offer
YB5761;Grindelallee 40, 20146 Hamburg;20146;Grindelallee;40;Hamburg;9,98272;53,56584;core;RESIDENTIALANDCOMMERCIAL;35500000;0;0;Hamburg;Offer
OZ7221;Karl-Marx-Stra·e 25, 12529 Schînefeld;12529;Karl-Marx-Stra·e;25;Schînefeld;13,43954;52,4102;core;APPARTMENTBUILDING;1470000;730;0;Brandenburg;Offer
QU6043;Spinnerstra·e 27, 38114 Braunschweig;38114;Spinnerstra·e;27;Braunschweig;10,51148;52,27578;core;DORMITORY;26000000;8057;1200000;Niedersachsen;Offer
FB0676;Hochstra·e 4, 60313 Frankfurt am Main;60313;Hochstra·e;4;Frankfurt am Main;8,67672;50,11653;core;HOTEL;185000000;0;0;Hessen;Offer
UJ5178;Bahnhofstra·e 2, 21244 Buchholz in der Nordheide;21244;Bahnhofstra·e;2;Buchholz in der Nordheide;9,87834959;53,32476829;notassigned;BUILDINGPLOT;12000000;8755;0;Niedersachsen;Offer
IX8157;NonnenmÅhlgasse 1, 04107 Leipzig;04107;NonnenmÅhlgasse;1;Leipzig;12,37177;51,33509;opportunity;OFFICEANDCOMMERCIAL;0;7500;0;Sachsen;Offer
WM8974;Richardstra·e 20, 12043 Berlin;12043;Richardstra·e;20;Berlin;13,44125;52,47686;development;OFFICEBUILDING;0;2030;0;Berlin;Offer
MN5602;Mînchstra·e 23, 70191 Stuttgart;70191;Mînchstra·e;23;Stuttgart;9,18348;48,79294;valueadded;APPARTMENTBUILDING;0;1807;0;Baden-WÅrttemberg;Offer
AL6813;Hafenstra·e 24, 16761 Hennigsdorf;16761;Hafenstra·e;24;Hennigsdorf;13,21307;52,63451;opportunity;OTHERLODGING;5000000;0;0;Brandenburg;Offer
JF6750;Bernhardstra·e 13, 04315 Leipzig;04315;Bernhardstra·e;13;Leipzig;12,40894;51,33882;core;APPARTMENTBUILDING;2600000;0;0;Sachsen;Offer
OJ5453;Urbanstra·e 7A, 10961 Berlin;10961;Urbanstra·e;7A;Berlin;13,40179;52,49366;notassigned;BUILDINGPLOT;1320000;668;0;Berlin;Offer
RM1878;MÅhlenberg 18, 24857 Fahrdorf;24857;MÅhlenberg;18;Fahrdorf;9,59964;54,50043;opportunity;RETIREMENTHOME;0;0;0;Schleswig-Holstein;Offer
NM3402;Kamenzer Stra·e 24, 01099 Dresden;01099;Kamenzer Stra·e;24;Dresden;13,7581164;51,0671039;valueadded;RESIDENTIALANDCOMMERCIAL;10200000;2382;0;Sachsen;Offer
FV7541;Niddastra·e 39, 60329 Frankfurt am Main;60329;Niddastra·e;39;Frankfurt am Main;8,66568;50,11007;supercore;HOTEL;9500000;0;0;Hessen;Offer
XU5587;Daimlerstra·e 97, 12277 Berlin;12277;Daimlerstra·e;97;Berlin;13,38269;52,4225;valueadded;COMMERCIALBUILDING;41000000;0;0;Berlin;Offer
HB5525;Zirbelstra·e 53, 86154 Augsburg;86154;Zirbelstra·e;53;Augsburg;10,87812;48,39618;development;DORMITORY;20000000;7488;0;Bayern;Offer
QA5388;Seeweg 12, 12529 Schînefeld;12529;Seeweg;12;Schînefeld;13,5317;52,39607;valueadded;OFFICEBUILDING;3000000;0;0;Brandenburg;Offer
YE9839;Berliner Stra·e 115, 16515 Oranienburg;16515;Berliner Stra·e;115;Oranienburg;13,24178;52,737;core;SPECIALITYMARKETCENTER;15500000;15771;0;Brandenburg;Offer
VN0284;Oderstra·e 63, 14513 Teltow;14513;Oderstra·e;63;Teltow;13,23691;52,39932;notassigned;BUILDINGPLOT;9900000;7324;0;Brandenburg;Offer
TT6181;Gustav-Adolf-Stra·e 155, 13086 Berlin;13086;Gustav-Adolf-Stra·e;155;Berlin;13,43489;52,55381;core;APPARTMENTBUILDING;1400000;391;0;Berlin;Offer
GU5341;Meglingerstra·e 41, 81477 MÅnchen;81477;Meglingerstra·e;41;MÅnchen;11,50611;48,08956;core;OTHERLODGING;21300000;0;0;Bayern;Offer
DJ5922;Iranische Stra·e 6, 13347 Berlin;13347;Iranische Stra·e;6;Berlin;13,36784;52,55514;notassigned;BUILDINGPLOT;68000000;15621;0;Berlin;Offer
SG2362;Fiduciastra·e 12, 76227 Karlsruhe;76227;Fiduciastra·e;12;Karlsruhe;8,44936;48,99487;valueadded;OFFICEBUILDING;0;4000;0;Baden-WÅrttemberg;Offer
JK6676;GÑrtnerstra·e 23, 10245 Berlin;10245;GÑrtnerstra·e;23;Berlin;13,46102;52,51146;core;RESIDENTIALANDCOMMERCIAL;4750000;586;0;Berlin;Offer
AH4326;StÑdtelner Stra·e 119-131, 04416 Markkleeberg;04416;StÑdtelner Stra·e;119-131;Markkleeberg;12,36707566;51,27511881;opportunity;APPARTMENTBUILDING;5600000;0;0;Sachsen;Offer
SE6514;Eichhofstra·e 24, 24116 Kiel;24116;Eichhofstra·e;24;Kiel;10,10829;54,333;core;APPARTMENTBUILDING;129500000;0;0;Schleswig-Holstein;Offer
BW4983;Selchowstra·e 7, 12489 Berlin;12489;Selchowstra·e;7;Berlin;13,5508;52,43964;core;APPARTMENTBUILDING;450000;1861;0;Berlin;Offer
TU4501;Tannenstra·e 21, 09113 Chemnitz;09113;Tannenstra·e;21;Chemnitz;12,89975;50,84454;core;APPARTMENTBUILDING;1600000;300;0;Sachsen;Offer
XT7168;Weinheimer Stra·e 68, 68309 Mannheim;68309;Weinheimer Stra·e;68;Mannheim;8,52327;49,50808;opportunity;OFFICEBUILDING;3640000;2000;0;Baden-WÅrttemberg;Offer
LS6798;Pestalozzistra·e 17, 12557 Berlin;12557;Pestalozzistra·e;17;Berlin;13,56375;52,43705;core;APPARTMENTBUILDING;3800000;1176;0;Berlin;Offer
KI6057;Opelstra·e 2, 78467 Konstanz;78467;Opelstra·e;2;Konstanz;9,15327;47,67543;development;OFFICEANDCOMMERCIAL;8900000;6675;0;Baden-WÅrttemberg;Offer
OL8591;Schîneberger Stra·e 26, 12103 Berlin;12103;Schîneberger Stra·e;26;Berlin;13,37303;52,46906;core;APPARTMENTBUILDING;10750000;0;0;Berlin;Offer
EQ4116;LÅneburger Stra·e 1, 21073 Hamburg;21073;LÅneburger Stra·e;1;Hamburg;9,982995602;53,45890533;development;RESIDENTIALANDCOMMERCIAL;23287000;0;0;Hamburg;Offer
XY1864;Am LÅckefeld 23, 15831 Blankenfelde-Mahlow;15831;Am LÅckefeld;23;Blankenfelde-Mahlow;13,43486;52,36088;development;APPARTMENTBUILDING;33000000;10447;0;Brandenburg;LOI & Exclusivity
FM8738;Hauptstra·e Sandhagen 5, 18230 Biendorf;18230;Hauptstra·e Sandhagen;5;Biendorf;11,73152;54,05174;core;HOTEL;1700000;6148;200000;Mecklenburg-Vorpommern;Offer
ZZ4142;Antonienstra·e 50, 04229 Leipzig;04229;Antonienstra·e;50;Leipzig;12,32327;51,32047;core;APPARTMENTBUILDING;925000000;0;0;Sachsen;Offer
IZ4995;Mozartstra·e 2, 01809 Heidenau;01809;Mozartstra·e;2;Heidenau;13,87988;50,96577;core;APPARTMENTBUILDING;1150000;0;0;Sachsen;Offer
CT6935;Fechenheimer Weg 19, 63477 Maintal;63477;Fechenheimer Weg;19;Maintal;8,80133;50,14944;core;RESIDENTIALANDCOMMERCIAL;1785000;664;0;Hessen;Offer
PS7775;Bodestra·e 16, 39118 Magdeburg;39118;Bodestra·e;16;Magdeburg;11,60001;52,1003;core;APPARTMENTBUILDING;920000;0;0;Sachsen-Anhalt;Offer
VM5465;LÅbecker Stra·e 13, 39124 Magdeburg;39124;LÅbecker Stra·e;13;Magdeburg;11,63723;52,15374;valueadded;RESIDENTIALANDCOMMERCIAL;20000000;6173;0;Sachsen-Anhalt;Offer
VH5549;Waldbaurstra·e 7, 04347 Leipzig;04347;Waldbaurstra·e;7;Leipzig;12,41047;51,3513;core;APPARTMENTBUILDING;1515000;650;0;Sachsen;Offer
PT5105;Frankenring 31, 30855 Langenhagen;30855;Frankenring;31;Langenhagen;9,68663;52,44339;opportunity;COMMERCIALBUILDING;4250000;0;0;Niedersachsen;Offer
CU4364;Heckenrosenweg 11, 86156 Augsburg;86156;Heckenrosenweg;11;Augsburg;10,85595;48,39853;core;APPARTMENTBUILDING;0;4150;0;Bayern;Offer
